step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
60,C17361,3,U,28007,M17361,28007,es_hyper,229.7359062081965,0
161,C17362,5,M,28007,M17362,28007,es_sportsandtoys,456.73790493774055,0
62,C17363,0,U,28007,M17363,28007,es_tech,482.88933557719025,0
156,C17364,1,M,28007,M17364,28007,es_health,472.0540758862373,0
76,C17365,0,E,28007,M17365,28007,es_health,12.679736898674355,0
49,C17366,4,M,28007,M17366,28007,es_fashion,333.38694626154876,0
80,C17367,0,U,28007,M17367,28007,es_contents,435.25806473350195,0
104,C17368,0,E,28007,M17368,28007,es_transportation,256.99544595675115,0
111,C17369,1,M,28007,M17369,28007,es_hotelservices,386.9487931720279,0
112,C17370,6,U,28007,M17370,28007,es_transportation,199.49871679692149,0
22,C17371,1,E,28007,M17371,28007,es_food,4.045165485500101,0
113,C17372,5,E,28007,M17372,28007,es_travel,128.53000296806604,0
36,C17373,1,F,28007,M17373,28007,es_travel,42.964730103560946,0
49,C17374,5,F,28007,M17374,28007,es_hyper,197.8169806221466,0
162,C17375,1,U,28007,M17375,28007,es_barsandrestaurants,273.10105232380954,0
103,C17376,6,F,28007,M17376,28007,es_health,393.29985074965424,0
137,C17377,3,E,28007,M17377,28007,es_home,353.81431085117885,0
152,C17378,2,U,28007,M17378,28007,es_wellnessandbeauty,304.4594089527674,0
175,C17379,2,M,28007,M17379,28007,es_contents,353.58921907556896,0
38,C17380,5,M,28007,M17380,28007,es_home,359.6283094045548,0
136,C17381,2,U,28007,M17381,28007,es_otherservices,418.55319146529934,0
147,C17382,2,F,28007,M17382,28007,es_contents,396.441971375193,0
100,C17383,4,F,28007,M17383,28007,es_fashion,222.4253250369147,0
76,C17384,2,M,28007,M17384,28007,es_leisure,472.274318677931,0
146,C17385,4,U,28007,M17385,28007,es_health,49.56196231809534,1
4,C17386,1,M,28007,M17386,28007,es_fashion,105.98002033443137,0
179,C17387,4,M,28007,M17387,28007,es_wellnessandbeauty,322.4362275149894,0
53,C17388,2,U,28007,M17388,28007,es_fashion,107.07882978897054,0
100,C17389,1,F,28007,M17389,28007,es_wellnessandbeauty,306.79372255772637,0
87,C17390,1,U,28007,M17390,28007,es_food,470.4880985514914,0
134,C17391,1,F,28007,M17391,28007,es_transportation,116.14244445457838,0
58,C17392,1,E,28007,M17392,28007,es_transportation,257.581561055093,0
172,C17393,6,E,28007,M17393,28007,es_leisure,196.63682025750424,0
38,C17394,3,M,28007,M17394,28007,es_leisure,238.38324403029264,0
92,C17395,6,E,28007,M17395,28007,es_hotelservices,162.95461474465034,0
37,C17396,6,F,28007,M17396,28007,es_hyper,465.8827456174638,0
19,C17397,4,F,28007,M17397,28007,es_leisure,472.8966431123029,0
148,C17398,4,U,28007,M17398,28007,es_tech,336.04991258331097,0
119,C17399,5,M,28007,M17399,28007,es_leisure,110.33352836664112,0
23,C17400,4,E,28007,M17400,28007,es_wellnessandbeauty,150.39367322733838,0
83,C17401,2,M,28007,M17401,28007,es_contents,255.5602499499866,0
146,C17402,0,F,28007,M17402,28007,es_health,187.83676049013943,0
138,C17403,4,E,28007,M17403,28007,es_hotelservices,268.29033548896746,0
73,C17404,1,M,28007,M17404,28007,es_tech,380.707617281209,0
82,C17405,3,M,28007,M17405,28007,es_tech,128.26101836795993,0
108,C17406,4,U,28007,M17406,28007,es_travel,273.3939413354706,0
162,C17407,5,M,28007,M17407,28007,es_tech,455.03615364340055,0
74,C17408,1,U,28007,M17408,28007,es_transportation,464.3897355272448,0
88,C17409,6,U,28007,M17409,28007,es_barsandrestaurants,279.3980883953858,0
43,C17410,1,F,28007,M17410,28007,es_fashion,119.92611056842911,0
152,C17411,4,U,28007,M17411,28007,es_travel,139.6221241600416,0
78,C17412,3,E,28007,M17412,28007,es_wellnessandbeauty,267.8495155175464,0
48,C17413,2,E,28007,M17413,28007,es_barsandrestaurants,42.7348321910363,0
44,C17414,0,E,28007,M17414,28007,es_hotelservices,312.14058730491234,0
104,C17415,3,F,28007,M17415,28007,es_food,150.83253996757313,0
77,C17416,5,U,28007,M17416,28007,es_sportsandtoys,12.620076402003743,0
170,C17417,5,E,28007,M17417,28007,es_health,478.697107908783,0
66,C17418,6,U,28007,M17418,28007,es_transportation,136.908523957056,0
115,C17419,4,F,28007,M17419,28007,es_leisure,159.837124475738,0
24,C17420,1,E,28007,M17420,28007,es_leisure,439.12553733034156,0
158,C17421,2,M,28007,M17421,28007,es_fashion,441.1411821549387,0
59,C17422,5,E,28007,M17422,28007,es_food,499.55215908829314,0
12,C17423,6,E,28007,M17423,28007,es_contents,478.98107378027765,0
126,C17424,2,E,28007,M17424,28007,es_travel,245.8021575384842,0
117,C17425,5,U,28007,M17425,28007,es_contents,155.17902651610817,0
76,C17426,6,E,28007,M17426,28007,es_otherservices,313.5224907966749,0
104,C17427,3,U,28007,M17427,28007,es_fashion,163.37507999895385,0
153,C17428,3,E,28007,M17428,28007,es_tech,194.56675898009894,0
117,C17429,1,U,28007,M17429,28007,es_food,216.48441319553336,0
174,C17430,3,E,28007,M17430,28007,es_home,413.2490236702823,0
94,C17431,3,E,28007,M17431,28007,es_contents,399.6850150505764,0
6,C17432,4,F,28007,M17432,28007,es_otherservices,84.5464714907535,0
112,C17433,6,E,28007,M17433,28007,es_home,218.5635290942266,0
32,C17434,1,M,28007,M17434,28007,es_contents,207.00206625988005,0
38,C17435,1,E,28007,M17435,28007,es_barsandrestaurants,194.1452526271193,0
18,C17436,1,F,28007,M17436,28007,es_contents,37.91749263944022,0
158,C17437,5,E,28007,M17437,28007,es_transportation,372.3960224331516,0
135,C17438,3,F,28007,M17438,28007,es_home,97.63302818786929,0
116,C17439,5,E,28007,M17439,28007,es_hyper,248.41728474193005,0
153,C17440,5,F,28007,M17440,28007,es_otherservices,77.22790004732838,0
130,C17441,3,M,28007,M17441,28007,es_fashion,403.7562597879847,0
85,C17442,3,E,28007,M17442,28007,es_otherservices,485.8686659469459,0
129,C17443,3,F,28007,M17443,28007,es_transportation,390.5708196302338,0
145,C17444,4,U,28007,M17444,28007,es_transportation,166.5827330974886,0
12,C17445,5,M,28007,M17445,28007,es_tech,96.81269488328326,0
163,C17446,0,U,28007,M17446,28007,es_travel,496.5492918626631,0
166,C17447,3,U,28007,M17447,28007,es_home,191.0635930322921,0
109,C17448,3,M,28007,M17448,28007,es_health,82.24452953566413,0
140,C17449,5,E,28007,M17449,28007,es_sportsandtoys,190.0206962622231,0
125,C17450,0,U,28007,M17450,28007,es_sportsandtoys,11.380285670228918,0
82,C17451,0,E,28007,M17451,28007,es_health,450.18155450826225,0
16,C17452,3,U,28007,M17452,28007,es_fashion,309.1895741886977,0
125,C17453,3,U,28007,M17453,28007,es_tech,135.61266408736,0
16,C17454,6,E,28007,M17454,28007,es_fashion,494.8201587856302,0
135,C17455,6,E,28007,M17455,28007,es_hotelservices,276.7659684649753,0
144,C17456,4,U,28007,M17456,28007,es_hyper,178.9274967973557,0
52,C17457,6,U,28007,M17457,28007,es_tech,171.85936220510035,0
54,C17458,4,F,28007,M17458,28007,es_food,386.1699267311427,0
114,C17459,5,U,28007,M17459,28007,es_contents,362.21482277242757,0
0,C17460,0,M,28007,M17460,28007,es_health,191.21683584358766,0
52,C17461,5,E,28007,M17461,28007,es_sportsandtoys,130.6449418443421,0
3,C17462,1,M,28007,M17462,28007,es_barsandrestaurants,413.82541413673954,0
0,C17463,5,U,28007,M17463,28007,es_wellnessandbeauty,95.7098833260624,0
12,C17464,2,F,28007,M17464,28007,es_transportation,435.0780503441321,0
75,C17465,2,F,28007,M17465,28007,es_wellnessandbeauty,29.81834419031304,0
156,C17466,2,U,28007,M17466,28007,es_hyper,489.6146761640493,0
132,C17467,2,E,28007,M17467,28007,es_wellnessandbeauty,302.11069957377947,0
171,C17468,5,M,28007,M17468,28007,es_travel,131.1130260998098,0
158,C17469,1,U,28007,M17469,28007,es_wellnessandbeauty,123.53023126439861,0
125,C17470,0,E,28007,M17470,28007,es_barsandrestaurants,330.68332814602,0
109,C17471,6,E,28007,M17471,28007,es_health,237.67065774455997,0
49,C17472,4,U,28007,M17472,28007,es_transportation,383.56378510994386,0
95,C17473,0,M,28007,M17473,28007,es_health,285.4922173538858,0
62,C17474,1,E,28007,M17474,28007,es_transportation,179.77773088338284,0
78,C17475,4,M,28007,M17475,28007,es_tech,163.86444727771638,0
139,C17476,3,M,28007,M17476,28007,es_wellnessandbeauty,6.904853108994857,0
144,C17477,6,U,28007,M17477,28007,es_home,226.09077155076858,0
98,C17478,0,M,28007,M17478,28007,es_wellnessandbeauty,247.32218684026037,0
7,C17479,6,F,28007,M17479,28007,es_wellnessandbeauty,429.15174919466557,0
79,C17480,2,M,28007,M17480,28007,es_fashion,162.4793330321765,0
5,C17481,5,M,28007,M17481,28007,es_home,68.67967983531081,0
118,C17482,5,E,28007,M17482,28007,es_health,62.33430609433338,0
71,C17483,6,U,28007,M17483,28007,es_health,496.8139403797852,0
23,C17484,0,E,28007,M17484,28007,es_hotelservices,387.0407387232003,0
12,C17485,1,F,28007,M17485,28007,es_hyper,32.73374563885556,1
137,C17486,5,U,28007,M17486,28007,es_health,318.00594587732166,0
150,C17487,1,F,28007,M17487,28007,es_health,307.3969282987551,0
92,C17488,3,M,28007,M17488,28007,es_tech,18.28149278865798,0
36,C17489,6,U,28007,M17489,28007,es_health,140.94561482504508,0
64,C17490,4,E,28007,M17490,28007,es_home,173.84888987349672,0
72,C17491,0,F,28007,M17491,28007,es_sportsandtoys,457.592089802284,0
179,C17492,6,M,28007,M17492,28007,es_hyper,440.2034681042455,0
159,C17493,1,M,28007,M17493,28007,es_travel,149.2065675014968,0
2,C17494,4,E,28007,M17494,28007,es_hyper,457.69107120525064,0
129,C17495,6,F,28007,M17495,28007,es_health,27.13303824152874,0
128,C17496,5,E,28007,M17496,28007,es_otherservices,179.83097513985507,0
44,C17497,5,U,28007,M17497,28007,es_travel,71.54594028026212,0
30,C17498,5,F,28007,M17498,28007,es_home,197.58097891324866,0
176,C17499,3,F,28007,M17499,28007,es_travel,393.06462504091957,0
62,C17500,5,E,28007,M17500,28007,es_barsandrestaurants,33.9078402396365,0
176,C17501,3,E,28007,M17501,28007,es_sportsandtoys,364.24663419364407,0
0,C17502,3,M,28007,M17502,28007,es_hyper,403.04165091304367,0
74,C17503,1,E,28007,M17503,28007,es_transportation,317.85046205815263,0
29,C17504,1,F,28007,M17504,28007,es_health,204.4460374910742,0
11,C17505,4,F,28007,M17505,28007,es_food,286.0063289455062,0
23,C17506,3,F,28007,M17506,28007,es_wellnessandbeauty,249.75879771322695,0
96,C17507,2,M,28007,M17507,28007,es_health,57.832642126719904,0
111,C17508,0,M,28007,M17508,28007,es_barsandrestaurants,96.84458147573794,0
179,C17509,4,M,28007,M17509,28007,es_hyper,478.2184818427064,0
169,C17510,5,F,28007,M17510,28007,es_hotelservices,448.0210639962037,0
50,C17511,3,F,28007,M17511,28007,es_hotelservices,136.1868957992885,0
8,C17512,4,U,28007,M17512,28007,es_hotelservices,28.84132864205985,0
153,C17513,6,F,28007,M17513,28007,es_hyper,173.9849729682295,1
145,C17514,0,F,28007,M17514,28007,es_fashion,469.0336578811205,0
171,C17515,4,F,28007,M17515,28007,es_home,74.52886697992584,0
67,C17516,3,E,28007,M17516,28007,es_contents,326.7396596815016,0
178,C17517,6,E,28007,M17517,28007,es_travel,324.900782847035,0
164,C17518,2,E,28007,M17518,28007,es_contents,311.946674480977,0
138,C17519,4,E,28007,M17519,28007,es_home,146.3231015976619,0
26,C17520,4,M,28007,M17520,28007,es_home,53.06771532294569,0
35,C17521,2,F,28007,M17521,28007,es_otherservices,406.2159334334489,0
147,C17522,0,M,28007,M17522,28007,es_sportsandtoys,473.69148521146184,0
111,C17523,0,F,28007,M17523,28007,es_otherservices,224.14042280861602,0
13,C17524,4,E,28007,M17524,28007,es_barsandrestaurants,133.66813210435836,0
156,C17525,5,M,28007,M17525,28007,es_food,271.3057620337176,0
42,C17526,0,F,28007,M17526,28007,es_food,429.9483613928149,0
153,C17527,4,U,28007,M17527,28007,es_otherservices,437.0094983574262,0
106,C17528,0,E,28007,M17528,28007,es_leisure,250.66385823446296,0
152,C17529,1,U,28007,M17529,28007,es_transportation,252.31411463875375,0
5,C17530,4,U,28007,M17530,28007,es_hotelservices,229.0397713285845,0
75,C17531,2,U,28007,M17531,28007,es_travel,490.47266003247915,0
115,C17532,3,F,28007,M17532,28007,es_leisure,495.3977628947387,0
170,C17533,4,U,28007,M17533,28007,es_hyper,287.85847929491166,0
114,C17534,1,E,28007,M17534,28007,es_leisure,217.15576169494156,0
35,C17535,0,F,28007,M17535,28007,es_contents,313.7573249569651,0
122,C17536,6,F,28007,M17536,28007,es_hyper,205.02656768523698,0
5,C17537,5,M,28007,M17537,28007,es_sportsandtoys,94.86391567086844,0
32,C17538,4,U,28007,M17538,28007,es_tech,198.0984940510521,0
105,C17539,2,E,28007,M17539,28007,es_fashion,255.24362555599893,0
92,C17540,0,M,28007,M17540,28007,es_leisure,161.06548955794432,0
141,C17541,0,E,28007,M17541,28007,es_transportation,460.7351284160802,0
43,C17542,6,E,28007,M17542,28007,es_tech,407.90754225020305,0
105,C17543,4,U,28007,M17543,28007,es_hotelservices,38.49417897790991,0
164,C17544,4,E,28007,M17544,28007,es_otherservices,113.57331825388695,0
97,C17545,5,F,28007,M17545,28007,es_home,290.3639986670974,0
132,C17546,5,F,28007,M17546,28007,es_health,244.06119982045726,0
19,C17547,5,U,28007,M17547,28007,es_tech,388.2212533721498,0
147,C17548,5,U,28007,M17548,28007,es_transportation,417.72944414017644,0
2,C17549,4,M,28007,M17549,28007,es_sportsandtoys,159.31570401596224,0
156,C17550,4,F,28007,M17550,28007,es_home,477.4515124352725,0
165,C17551,5,F,28007,M17551,28007,es_food,367.11251427300016,0
87,C17552,2,M,28007,M17552,28007,es_travel,381.31035896380746,0
68,C17553,2,U,28007,M17553,28007,es_wellnessandbeauty,31.866348431585255,0
71,C17554,1,U,28007,M17554,28007,es_contents,42.430319557033854,0
89,C17555,3,U,28007,M17555,28007,es_hyper,226.03717034828063,0
178,C17556,5,M,28007,M17556,28007,es_tech,447.7143195926179,0
35,C17557,5,U,28007,M17557,28007,es_hyper,163.17263174196427,0
158,C17558,1,F,28007,M17558,28007,es_sportsandtoys,254.53948910529596,0
16,C17559,5,U,28007,M17559,28007,es_otherservices,494.94926983924444,0
102,C17560,3,U,28007,M17560,28007,es_sportsandtoys,91.1969771163078,0
172,C17561,4,U,28007,M17561,28007,es_transportation,83.79510759765235,0
176,C17562,4,E,28007,M17562,28007,es_fashion,304.2595042267743,0
40,C17563,5,U,28007,M17563,28007,es_otherservices,402.28655406957637,0
36,C17564,0,F,28007,M17564,28007,es_home,456.52868623497216,0
149,C17565,3,U,28007,M17565,28007,es_barsandrestaurants,107.22885324288656,0
173,C17566,6,U,28007,M17566,28007,es_transportation,495.76209278647775,0
147,C17567,4,E,28007,M17567,28007,es_health,276.9901052025744,0
88,C17568,4,M,28007,M17568,28007,es_home,153.3690529726456,0
45,C17569,0,E,28007,M17569,28007,es_health,137.58547765225805,0
95,C17570,1,M,28007,M17570,28007,es_food,474.85298344574636,0
138,C17571,4,E,28007,M17571,28007,es_barsandrestaurants,370.44935654816214,0
156,C17572,2,E,28007,M17572,28007,es_tech,191.06924245483808,0
177,C17573,2,E,28007,M17573,28007,es_barsandrestaurants,465.29470980400754,0
18,C17574,1,U,28007,M17574,28007,es_barsandrestaurants,255.4627141013076,0
70,C17575,2,F,28007,M17575,28007,es_health,109.41087845663722,0
44,C17576,4,E,28007,M17576,28007,es_home,162.3792005876066,0
141,C17577,5,E,28007,M17577,28007,es_food,303.467686051501,0
21,C17578,0,M,28007,M17578,28007,es_transportation,318.12164067756373,0
22,C17579,6,E,28007,M17579,28007,es_fashion,22.783925110695545,0
141,C17580,5,F,28007,M17580,28007,es_transportation,412.4859065408666,0
140,C17581,3,F,28007,M17581,28007,es_otherservices,283.8552996446762,0
100,C17582,1,U,28007,M17582,28007,es_contents,5.707767716105872,0
98,C17583,3,U,28007,M17583,28007,es_fashion,153.93757534524698,0
126,C17584,2,M,28007,M17584,28007,es_tech,19.75760487850975,0
111,C17585,0,F,28007,M17585,28007,es_leisure,2.7043842474988034,0
19,C17586,4,U,28007,M17586,28007,es_fashion,273.72521356808744,0
162,C17587,2,U,28007,M17587,28007,es_fashion,331.1445613164063,0
138,C17588,1,F,28007,M17588,28007,es_home,268.2544459137105,0
16,C17589,4,M,28007,M17589,28007,es_health,268.0260038858898,0
97,C17590,1,U,28007,M17590,28007,es_food,297.35863796819547,0
42,C17591,4,U,28007,M17591,28007,es_wellnessandbeauty,483.15092485164604,0
14,C17592,6,F,28007,M17592,28007,es_health,40.396759046624766,0
120,C17593,0,M,28007,M17593,28007,es_otherservices,26.08108955649091,0
126,C17594,3,E,28007,M17594,28007,es_home,283.4630148061051,0
120,C17595,4,E,28007,M17595,28007,es_travel,327.56736549102595,0
3,C17596,0,U,28007,M17596,28007,es_hyper,27.253606160263733,0
49,C17597,4,U,28007,M17597,28007,es_barsandrestaurants,190.876127246437,0
19,C17598,3,F,28007,M17598,28007,es_leisure,174.1667638533435,0
142,C17599,2,F,28007,M17599,28007,es_sportsandtoys,142.12244196272468,0
82,C17600,5,E,28007,M17600,28007,es_health,342.48438981885846,0
72,C17601,2,F,28007,M17601,28007,es_fashion,393.80817778483504,0
73,C17602,5,U,28007,M17602,28007,es_contents,175.47398801211867,0
47,C17603,5,F,28007,M17603,28007,es_leisure,199.32319940123128,0
69,C17604,5,F,28007,M17604,28007,es_hotelservices,74.63570995690554,0
105,C17605,4,M,28007,M17605,28007,es_transportation,463.26523093593516,0
156,C17606,3,M,28007,M17606,28007,es_transportation,331.1873629090852,0
173,C17607,6,E,28007,M17607,28007,es_leisure,230.64351314581432,0
151,C17608,1,F,28007,M17608,28007,es_health,49.69113360742233,0
70,C17609,0,U,28007,M17609,28007,es_sportsandtoys,308.30965099420337,0
98,C17610,5,U,28007,M17610,28007,es_food,119.94088759152227,0
136,C17611,2,F,28007,M17611,28007,es_food,299.53938961296274,0
22,C17612,0,U,28007,M17612,28007,es_home,81.21028710833312,0
128,C17613,2,M,28007,M17613,28007,es_sportsandtoys,54.48461317751985,0
89,C17614,5,E,28007,M17614,28007,es_otherservices,222.20071654949518,0
106,C17615,2,E,28007,M17615,28007,es_otherservices,419.633656699932,0
119,C17616,4,M,28007,M17616,28007,es_wellnessandbeauty,250.61232659412357,0
121,C17617,3,U,28007,M17617,28007,es_contents,376.56004452225255,0
12,C17618,2,F,28007,M17618,28007,es_hyper,37.36550949515877,0
153,C17619,0,E,28007,M17619,28007,es_hotelservices,470.8239062678162,0
30,C17620,5,U,28007,M17620,28007,es_leisure,443.5381521148578,0
118,C17621,0,F,28007,M17621,28007,es_food,495.6578011370867,0
150,C17622,3,F,28007,M17622,28007,es_otherservices,159.34858219894045,0
155,C17623,0,M,28007,M17623,28007,es_tech,266.1699898062721,0
71,C17624,3,U,28007,M17624,28007,es_transportation,455.28307450050033,0
148,C17625,4,E,28007,M17625,28007,es_sportsandtoys,272.5371509975726,0
92,C17626,1,M,28007,M17626,28007,es_travel,467.55444147881434,0
97,C17627,2,F,28007,M17627,28007,es_hotelservices,273.75570276139837,0
41,C17628,0,E,28007,M17628,28007,es_sportsandtoys,78.21760926496412,0
79,C17629,6,E,28007,M17629,28007,es_leisure,429.2936894597071,0
76,C17630,1,U,28007,M17630,28007,es_hotelservices,441.05886144539915,0
156,C17631,0,M,28007,M17631,28007,es_food,212.6292931409276,0
163,C17632,0,F,28007,M17632,28007,es_barsandrestaurants,70.41548937702208,0
140,C17633,2,E,28007,M17633,28007,es_hotelservices,182.5674470455595,0
44,C17634,4,F,28007,M17634,28007,es_health,322.9233215941308,0
26,C17635,4,M,28007,M17635,28007,es_sportsandtoys,470.5990937231442,0
107,C17636,2,E,28007,M17636,28007,es_home,4.144276419647264,0
140,C17637,0,M,28007,M17637,28007,es_tech,375.4786175261608,0
47,C17638,3,M,28007,M17638,28007,es_barsandrestaurants,167.54059285302307,0
165,C17639,5,E,28007,M17639,28007,es_leisure,212.99445268065514,0
55,C17640,6,M,28007,M17640,28007,es_leisure,316.986293316724,0
178,C17641,5,M,28007,M17641,28007,es_fashion,230.97605462905085,0
114,C17642,6,E,28007,M17642,28007,es_barsandrestaurants,210.8540541663848,0
109,C17643,2,U,28007,M17643,28007,es_tech,34.601489013990296,0
39,C17644,2,M,28007,M17644,28007,es_transportation,237.27298698472015,0
19,C17645,5,F,28007,M17645,28007,es_transportation,207.19644925941188,0
84,C17646,4,M,28007,M17646,28007,es_contents,271.83675198583694,0
101,C17647,2,U,28007,M17647,28007,es_wellnessandbeauty,138.87110416555277,1
171,C17648,3,U,28007,M17648,28007,es_tech,68.16776430285837,0
30,C17649,6,M,28007,M17649,28007,es_transportation,406.45180039429687,0
77,C17650,4,U,28007,M17650,28007,es_fashion,311.1821365198862,0
79,C17651,6,U,28007,M17651,28007,es_home,316.03482627781034,0
50,C17652,0,M,28007,M17652,28007,es_wellnessandbeauty,296.5526344776068,0
95,C17653,1,M,28007,M17653,28007,es_hotelservices,216.15716723360444,0
1,C17654,4,F,28007,M17654,28007,es_hyper,6.771230588294208,0
96,C17655,5,E,28007,M17655,28007,es_home,452.4926209967534,0
69,C17656,2,F,28007,M17656,28007,es_contents,47.85039120886753,0
167,C17657,1,F,28007,M17657,28007,es_otherservices,306.16461313384843,0
139,C17658,1,E,28007,M17658,28007,es_contents,293.596438466291,0
7,C17659,6,E,28007,M17659,28007,es_hotelservices,146.58782939382274,0
61,C17660,5,U,28007,M17660,28007,es_leisure,71.84750176453514,0
156,C17661,1,F,28007,M17661,28007,es_transportation,209.00871544385274,0
35,C17662,1,M,28007,M17662,28007,es_home,166.48455992267475,0
125,C17663,3,U,28007,M17663,28007,es_hotelservices,94.3425671891308,0
72,C17664,2,U,28007,M17664,28007,es_hyper,462.1987334079152,0
175,C17665,6,E,28007,M17665,28007,es_wellnessandbeauty,14.687813331291878,0
84,C17666,6,F,28007,M17666,28007,es_home,254.74847153552395,0
36,C17667,3,M,28007,M17667,28007,es_hyper,363.0680586208881,0
18,C17668,4,M,28007,M17668,28007,es_home,263.19621340244964,0
37,C17669,4,E,28007,M17669,28007,es_wellnessandbeauty,47.99022522355406,0
157,C17670,6,U,28007,M17670,28007,es_leisure,478.15256745368816,0
9,C17671,1,U,28007,M17671,28007,es_sportsandtoys,71.50043568395937,0
32,C17672,1,U,28007,M17672,28007,es_travel,304.91940599200586,0
138,C17673,1,F,28007,M17673,28007,es_transportation,280.49970291314355,0
141,C17674,6,U,28007,M17674,28007,es_health,408.02061608135057,0
57,C17675,5,F,28007,M17675,28007,es_tech,110.39465511218249,0
135,C17676,1,M,28007,M17676,28007,es_tech,353.9103441220489,0
81,C17677,5,E,28007,M17677,28007,es_contents,65.21497443204244,0
58,C17678,1,F,28007,M17678,28007,es_barsandrestaurants,422.4922597494173,0
90,C17679,5,E,28007,M17679,28007,es_contents,182.9660979902788,0
54,C17680,4,M,28007,M17680,28007,es_leisure,58.42339331253299,0
172,C17681,0,M,28007,M17681,28007,es_food,257.57774154103635,0
133,C17682,2,U,28007,M17682,28007,es_transportation,206.2135282295557,0
63,C17683,6,U,28007,M17683,28007,es_health,382.72474569492704,0
152,C17684,6,E,28007,M17684,28007,es_hotelservices,237.72896994404957,0
141,C17685,5,F,28007,M17685,28007,es_hyper,98.38011750829878,0
79,C17686,6,U,28007,M17686,28007,es_travel,80.915920948597,0
89,C17687,2,E,28007,M17687,28007,es_leisure,172.15800406877491,0
111,C17688,3,E,28007,M17688,28007,es_wellnessandbeauty,334.126162132157,0
33,C17689,0,F,28007,M17689,28007,es_otherservices,465.7358956954119,0
39,C17690,2,E,28007,M17690,28007,es_leisure,261.6186896098713,0
21,C17691,2,M,28007,M17691,28007,es_otherservices,70.21769062789535,0
1,C17692,0,U,28007,M17692,28007,es_sportsandtoys,131.2605864212823,0
144,C17693,5,E,28007,M17693,28007,es_contents,237.93976662114585,0
28,C17694,4,U,28007,M17694,28007,es_fashion,279.1341406820033,0
74,C17695,5,M,28007,M17695,28007,es_food,38.22039489852175,0
161,C17696,6,E,28007,M17696,28007,es_food,426.37254029820616,0
85,C17697,0,U,28007,M17697,28007,es_tech,428.91217058895614,0
151,C17698,3,M,28007,M17698,28007,es_barsandrestaurants,457.7199087537498,0
94,C17699,5,M,28007,M17699,28007,es_travel,325.12768409576586,0
158,C17700,6,F,28007,M17700,28007,es_hotelservices,3.1409109434507587,0
7,C17701,1,M,28007,M17701,28007,es_sportsandtoys,206.71260120346503,0
11,C17702,5,U,28007,M17702,28007,es_barsandrestaurants,293.5589548034963,0
11,C17703,5,M,28007,M17703,28007,es_home,377.89442370412075,0
87,C17704,6,F,28007,M17704,28007,es_travel,138.62200649764694,0
64,C17705,4,M,28007,M17705,28007,es_leisure,347.5778544283562,0
108,C17706,3,F,28007,M17706,28007,es_travel,148.32839254253145,0
55,C17707,0,E,28007,M17707,28007,es_home,81.81765656471684,0
86,C17708,0,F,28007,M17708,28007,es_wellnessandbeauty,6.4882317657155575,0
14,C17709,3,U,28007,M17709,28007,es_barsandrestaurants,294.1252179477084,0
161,C17710,2,U,28007,M17710,28007,es_sportsandtoys,142.98996985670576,0
164,C17711,1,E,28007,M17711,28007,es_hotelservices,33.960966505229116,0
135,C17712,4,U,28007,M17712,28007,es_hyper,261.42467443391274,0
124,C17713,5,U,28007,M17713,28007,es_wellnessandbeauty,410.1348876572818,0
74,C17714,4,M,28007,M17714,28007,es_health,494.9326619534537,0
106,C17715,5,U,28007,M17715,28007,es_travel,468.7949653254544,0
118,C17716,0,E,28007,M17716,28007,es_barsandrestaurants,90.55098003510264,0
65,C17717,4,U,28007,M17717,28007,es_hyper,79.83384102330399,0
55,C17718,6,U,28007,M17718,28007,es_health,74.78836712684134,0
104,C17719,0,F,28007,M17719,28007,es_hyper,400.5832189886446,0
126,C17720,6,M,28007,M17720,28007,es_hotelservices,70.56562198612349,0
78,C17721,3,U,28007,M17721,28007,es_tech,201.34024614315837,0
109,C17722,1,U,28007,M17722,28007,es_hyper,204.88946965495603,0
34,C17723,6,M,28007,M17723,28007,es_barsandrestaurants,323.87591545686814,0
153,C17724,2,F,28007,M17724,28007,es_transportation,477.7180064322268,0
55,C17725,6,U,28007,M17725,28007,es_health,426.6322492908116,0
145,C17726,1,F,28007,M17726,28007,es_food,440.05564301324273,0
38,C17727,1,E,28007,M17727,28007,es_hotelservices,479.41894284694365,0
121,C17728,6,U,28007,M17728,28007,es_food,41.33617163859582,0
46,C17729,3,M,28007,M17729,28007,es_travel,104.99646046731182,0
5,C17730,4,M,28007,M17730,28007,es_contents,149.22206574624485,0
73,C17731,1,F,28007,M17731,28007,es_otherservices,174.8131782801754,0
78,C17732,4,M,28007,M17732,28007,es_otherservices,460.49023599437146,0
35,C17733,6,U,28007,M17733,28007,es_contents,84.47215129794894,0
154,C17734,5,F,28007,M17734,28007,es_otherservices,304.90475558931166,0
164,C17735,4,F,28007,M17735,28007,es_sportsandtoys,219.84205401771166,0
92,C17736,2,F,28007,M17736,28007,es_transportation,182.93975645634424,0
144,C17737,2,U,28007,M17737,28007,es_fashion,432.82640317950944,0
58,C17738,0,U,28007,M17738,28007,es_contents,209.76649654421726,0
174,C17739,1,U,28007,M17739,28007,es_hyper,267.33771731675444,0
96,C17740,4,U,28007,M17740,28007,es_hyper,69.5503127911954,0
60,C17741,0,M,28007,M17741,28007,es_transportation,329.8023696477453,0
106,C17742,0,M,28007,M17742,28007,es_contents,326.84073550071207,0
56,C17743,1,E,28007,M17743,28007,es_hotelservices,420.17711824913397,0
